 23014.84347567, 12209.18874582, 6511.40335104
-9955.66967222,-11518.52109864,-2644.86304
-17631.3993722,-68416.31906806, 30041.09046433
 2537.57881149, 3243.48344572, 5742.29631532
 21128.24587703, 13657.50301333,-52587.02233038
-8051.35872082,-8689.35534864,-3422.09996885
-432.11087483, 1824.1696408,-2114.82570797
 35073.94537303, 13125.17783405,-37815.42056862
 4967.96351097, 6804.00826606, 2839.88755021
 69124.83403679, 34968.14965876,-7497.65910773
 1268.52350127, 11033.76749176,-8160.28777653
-30590.09711401,-22804.29179186, 12426.18887463
-4324.59001971, 3733.35691859, 3121.90276021
 23989.02091523, 73507.06615949,-15867.85279601
-13707.87514489, 2393.15010666,-11748.5166057
-10920.77789924, 6331.95537876, 4760.66544945
 4853.02921648,-7519.08250424,-16244.26476629
 2908.98247319, 23670.76730837,-2279.69952496
 6910.2570449, 41153.95135094,-2564.64146949
-30820.36830231, 9110.84189625,-2005.62535326
 23644.34976475, 9255.23244487,-21737.32991498
 12578.382466,-20815.09700336, 12328.86232632
-24793.88622562,-34831.55033561,-3340.51282201
-24344.59426603,-9304.22627717,-58477.33525113
 4642.70392546, 2131.97690479,-1685.47955229
-389.05863279, 9190.61185492, 8193.04670302
-3763.39254603, 595.29404176,-1110.63428805
 511.57983514,-3889.12175,-5646.89179998
 10084.06585535,-12611.38302498,-10556.68546297
-2472.69626969,-2339.44345955,-5914.62265277
 21540.3739538, 33586.6490956,-17396.34838184
-7075.62666987,-2012.26096897, 1383.4002898
 9021.6104443,-10429.12826062, 6528.01879239
 1007.13491572,-5.38209727,-2931.10564339
-305.27065936, 6805.34166368,-2498.35480304
 33357.73170546,-19084.99748016,-11920.04882799
-17733.29286703, 30598.14708291,-20492.59316278
 6844.56421257, 3130.44660884,-18344.56964333
-4158.05654976, 2871.69510774, 3835.56080958
-21412.04246723, 9401.33970967,-22476.34092186
 4473.34333162, 18874.74971567,-6442.52027114
-8001.50062478, 111.08866076, 285.94493759
-187.9564895,-1558.84671311, 6910.28593426
 24151.85306245,-23426.41101222, 39964.00319501
 3878.78295011,-44003.6985552,-66109.09510547
-4382.20214634,-8193.41076267,-1780.04459796
 36229.75456663, 38653.49096669,-15178.86162008
-11719.96644775, 7465.61328092, 22143.84635601
 4575.05494786,-3163.96676948,-2898.08872607
 5872.38173975,-39283.4647362,-47964.28351696
-498.25524444,-1532.80301131,-787.31518516
-1605.95228712,-11751.37093886,-2690.2275151
-7207.2260062,-2543.83454309,-467.55502473
-9482.48698382,-31499.52754261,-22160.83639054
 73.80249666,-14492.05771969,-12490.13819099
-11276.89115046,-4272.03678901,-17484.71905971
 59386.29660524, 16804.55182409,-29544.36351034
-26761.28250969,-24227.04421952, 5349.85769519
 7445.90779267,-21552.1389415,-16469.42739246
 5866.74193606, 85.90858785, 3825.02136867
-702.88368885, 22384.33396015,-41467.680644
-5413.97066256, 1954.61055228,-9715.39505804
 1725.3378936,-2339.98583353,-521.4941872
-8471.55165386, 5968.76250083, 12085.4281292
 3159.30905556,-10479.96626065,-13932.34237131
 24579.21241192,-68301.17694628, 88.15919313
 232.13013222,-3150.72434615,-543.77113452
-18787.31605835, 83131.02333795, 13139.531838
-12793.30703421, 740.57868178,-6757.23619238
 59760.48790152,-16242.1684128, 27703.78073425
 21276.56885803,-19446.36419672,-45027.27238965
 37226.5445082,-25069.51051857, 16637.24173342
-14737.42207563, 5281.16843265, 4406.81620969
 44025.29778696, 15709.14143725,-57535.08860044
-3091.77589778, 25345.63094516,-1768.22381888
 16377.25870763,-18116.1096326, 38867.7756881
-48021.91494046,-27872.32459237, 24701.70079091
 32903.13388443, 41960.82451651, 57437.31193637
-1150.22484561, 48941.04658712, 44272.4290506
 1102.38174055,-14781.85303393, 2004.64219635
 9917.94880027,-810.10361358, 3839.01014033
 2352.96659995,-1762.11547719, 2403.35050365
 4484.53248059, 11091.00463345, 15334.48218955
-3790.89452072,-9675.29696965,-1489.02128186
 18860.31366922,-25108.67936981, 21518.19508441
 6579.90041679,-5787.78857065,-728.11025457
 1424.26495652, 1541.54509064,-45683.08055741
 53962.13436654, 38687.19600075,-37305.72008381
-11803.30062709, 4634.39785998, 6001.29951931
 18806.377558,-10688.9918015, 11380.03908941
 4108.47991888,-2799.33925813, 993.38307691
 14380.45521978,-15763.76263555, 18237.88307073
 8834.53286159,-272.220083, 1278.22517194
-12902.194252, 10758.97144841, 5714.02469516
-538.27213227,-173.60301367,-2604.34712515
 1529.45396125, 3012.31961009,-285.52960739
-2872.29779668,-2146.08464842, 4337.74557738
-4264.24698014, 9703.07157746, 8912.47916574
 19917.3607467,-46302.68530339,-12924.61847715
-45648.03542166,-49565.06425404,-42177.08889104
 23036.44877471,-13442.12043192,-11562.71892043
-5194.18520657,-891.96028818, 2721.91379785
-1470.68667364,-2638.51969949, 830.62090578
-6994.50352422, 10808.36880471,-25261.8918128
-33683.47345245, 52858.26306045,-11120.01397576
-33120.97441844, 51456.14564999,-42661.42400433
 53773.07457717, 46755.37332556,-10961.24477542
 761.78892487, 5266.88724542,-1030.21054156
 2095.86015075,-3070.04215348, 1899.39799459
-6654.44443739, 4416.82312263, 31992.78075451
-1519.63425177, 373.25296734,-473.0969525
 47222.9285559,-52689.24709727, 50213.27603231
-16879.32258002,-27346.09368214, 3870.30948919
 15472.8523151,-3310.47470425,-222.78222631
-4573.86791708,-2794.33499276,-4292.61547392
 18818.2157432, 13290.48018332,-49262.16323707
-9137.78513298, 16320.23801921,-3311.65730222
 10183.42026214,-2687.28550487, 1211.82160367
 2404.72112149, 8581.51983754, 498.8748684
 39217.09777681,-24470.9114529,-1532.12814233
-2539.95668551, 512.52648487,-3190.09416804
 7657.62968924,-2971.57077672,-7555.57104071
-5381.59071802, 3420.64534743, 7069.6916634
-6621.5665041, 3810.53352024,-1686.25575692
 28605.47583473,-48562.5616179,-45717.11809552
 2914.86503838,-13000.25704803, 10238.54378878
-3098.77502961,-992.83224758,-2223.80088876
-29032.6685105, 58054.0703506, 22620.88823234
 8531.05180001,-14780.29182228, 2003.30766032
 464.45220868, 562.56668364, 11893.03719891
 62751.31505937, 16070.04325193,-35555.96759798
-16440.63991693,-19006.78895224, 20389.89668322
-8173.94162167, 16863.54429027, 10491.61596414
-743.14775529,-1297.06130501, 12801.80861007
 2008.07771365,-1783.02372051,-14962.3200134
-7298.6671124,-10253.21990364,-2818.63017575
-33793.01977377, 35056.0222922, 55103.53447756
-16463.34455955,-29789.2896157,-18596.96953022
 79620.03356235, 29567.30072265,-20688.9144927
 10281.19496466,-23038.64781147,-7191.01515489
 21509.6148754,-7644.46212027,-23193.0118859
 7875.77287451,-5593.37065593,-5854.08322751
 7994.08923367, 10683.23464245, 2460.7448975
 13741.20969533,-134.74297648,-38681.55897195
-37544.07335942,-30714.66227407, 49826.00467819
 55878.84350434, 67195.66719734,-2613.11621979
 7850.68295065,-1135.04803437,-2132.07549836
 5106.7153575, 6335.41498949, 1283.02079137
 11989.02614823, 5352.36934087,-1315.55435604
-31456.71261019,-27328.31334484, 40647.76043216
 5253.61267913,-158.11575618,-4618.027244
 21789.28208091,-19250.14076864,-24316.23232648
 9137.48138652,-2094.82577062, 1296.20645588
 24380.36622448,-30495.0178581, 4209.66928433
 17900.93551654,-13391.82179047, 22617.62121268
-11618.05042874,-2704.96736508, 7644.26688114
-1242.26333829, 3170.89105591, 10771.06963825
 5011.77499497,-9287.11478966,-6923.93975837
-3277.3673648,-26091.27775357,-11834.77037821
-661.20067374,-242.07961491, 125.73593925
 18406.18979028,-15282.14212086, 55664.08772265
-15532.00056677, 2737.73952556, 43471.64754528
-5043.19438896,-3963.12012224,-1905.06851963
 335.71560806, 1751.33745983, 18070.86824109
 3835.58870317,-27885.24929658,-3891.53457098
-19355.84660204, 3365.53331536,-6724.67255961
 456.69081592,-3653.04674086,-2447.09361868
-20351.98959046, 34099.03020316,-13887.16441566
-13694.57385741, 24964.66159317,-16458.65469747
 4794.76791171,-17364.40459468, 21602.19232901
 14563.25980949, 43871.10622599, 34382.63691218
 4397.49371232, 6467.04249292, 7580.65449643
 16823.56676338, 29467.0003332,-34511.36537052
-24557.13181871,-20717.4391029,-28217.07147403
-39738.40064561, 33691.49461718,-36503.71674867
-61604.30622926, 34845.84123525, 30055.25800683
-6677.64762368,-1675.61679226,-5513.04785288
-3668.98654422,-2069.65264327, 4273.75093943
 55742.64299743,-25915.28518198, 18743.75167612
-41780.64649523,-17725.19038917, 31104.43497723
-9668.00239614,-4027.54325272, 360.8848588
 2812.59508684, 25432.0631532,-9788.50732811
-9361.54120389, 9889.51223281,-23615.58888023
 8640.17537251, 5502.88213467, 1753.62120708
-34993.40563297, 45183.97430391,-21706.61432666
 56491.32550827, 46310.92629239,-3408.89316741
-27401.49802198, 17448.09216579, 26473.43667306
-4000.0977762,-2821.64010444,-4406.12915046
-78.01247322,-63.20331968, 89.49343445
 38041.83107378,-1352.50906158,-36263.78946172
-44525.06288056, 14869.11726602, 18934.33981595
-17712.32073957,-57281.76174819, 61749.28896968
-11335.40851654,-2661.61536372,-3206.29993408
-5484.85220635, 637.17550372, 5638.6725933
 18688.35881047,-4031.24902793,-5784.37922148
 7701.0877634, 1580.46212476,-69.51411477
-5416.80766083, 9589.10181953, 24120.66775879
-12583.39107516, 18290.4797592,-7877.8942203
 1598.5333143, 522.95706506,-1634.60539039
 19753.83770205,-14816.79756564, 9807.34285447
-17608.52037569, 79927.74653137, 27782.36957715
 358.12998175,-3846.90216491,-21864.17787158
 23796.10848963,-2339.40984595, 11443.02652807
-20174.48372924,-6508.20390435,-2565.62074005
-3551.50583295, 1668.20498263,-4979.82470224
 1763.14670909,-1355.90885723, 3335.92301377
-5827.45251897,-15188.91913008,-11238.46139892
-34691.86856218, 39358.37942773, 19917.99030572
-622.02346757,-643.04405766, 824.97639288
